sample_type,sample_id,delay_days,decision,warning_flag,support_probability,recheck_advice
小号铁钉,16,51,灰区/证据不足,是,0.998037,delay_too_long_add_other_evidence
小号铁钉,16,58,灰区/证据不足,是,0.987422,delay_too_long_add_other_evidence
小号铁钉,16,90,灰区/证据不足,是,0.995396,delay_too_long_add_other_evidence
小号铁钉,17,1,支持曾遭雷击,否,0.999361,recheck_with_site_evidence
小号铁钉,17,2,支持曾遭雷击,否,0.998897,recheck_with_site_evidence
小号铁钉,17,3,支持曾遭雷击,否,0.998188,recheck_with_site_evidence
小号铁钉,17,4,支持曾遭雷击,否,0.998474,recheck_with_site_evidence
小号铁钉,17,5,支持曾遭雷击,否,0.998777,recheck_with_site_evidence
小号铁钉,17,6,支持曾遭雷击,否,0.998753,recheck_with_site_evidence
小号铁钉,17,7,支持曾遭雷击,否,0.998878,recheck_with_site_evidence
小号铁钉,17,8,支持曾遭雷击,否,0.99875,recheck_with_site_evidence
小号铁钉,17,9,支持曾遭雷击,否,0.998951,recheck_with_site_evidence
小号铁钉,17,10,支持曾遭雷击,否,0.999328,recheck_with_site_evidence
小号铁钉,17,11,支持曾遭雷击,否,0.999645,recheck_with_site_evidence
小号铁钉,17,12,支持曾遭雷击,否,0.999799,recheck_with_site_evidence
小号铁钉,17,13,支持曾遭雷击,否,0.999586,recheck_with_site_evidence
小号铁钉,17,14,支持曾遭雷击,否,0.999571,recheck_with_site_evidence
小号铁钉,17,15,支持曾遭雷击,否,0.999638,recheck_with_site_evidence
小号铁钉,17,22,支持曾遭雷击,否,0.997475,recheck_with_site_evidence
小号铁钉,17,30,支持曾遭雷击,否,0.99843,recheck_with_site_evidence
小号铁钉,17,37,支持曾遭雷击,否,0.998102,recheck_with_site_evidence
小号铁钉,17,44,灰区/证据不足,是,0.998853,delay_too_long_add_other_evidence
小号铁钉,17,51,灰区/证据不足,是,0.999807,delay_too_long_add_other_evidence
小号铁钉,17,58,灰区/证据不足,是,0.997781,delay_too_long_add_other_evidence
小号铁钉,17,90,灰区/证据不足,是,0.999679,delay_too_long_add_other_evidence
小号铁钉,18,1,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁钉,18,2,支持曾遭雷击,否,0.999985,recheck_with_site_evidence
小号铁钉,18,3,支持曾遭雷击,否,0.999967,recheck_with_site_evidence
小号铁钉,18,4,支持曾遭雷击,否,0.999975,recheck_with_site_evidence
小号铁钉,18,5,支持曾遭雷击,否,0.999982,recheck_with_site_evidence
小号铁钉,18,6,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
小号铁钉,18,7,支持曾遭雷击,否,0.999984,recheck_with_site_evidence
小号铁钉,18,8,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
小号铁钉,18,9,支持曾遭雷击,否,0.999986,recheck_with_site_evidence
小号铁钉,18,10,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁钉,18,11,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁钉,18,12,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁钉,18,13,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁钉,18,14,支持曾遭雷击,否,0.999996,recheck_with_site_evidence
小号铁钉,18,15,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁钉,18,22,支持曾遭雷击,否,0.999944,recheck_with_site_evidence
小号铁钉,18,30,支持曾遭雷击,否,0.999974,recheck_with_site_evidence
小号铁钉,18,37,支持曾遭雷击,否,0.999964,recheck_with_site_evidence
小号铁钉,18,44,灰区/证据不足,是,0.999983,delay_too_long_add_other_evidence
小号铁钉,18,51,灰区/证据不足,是,0.999999,delay_too_long_add_other_evidence
小号铁钉,18,58,灰区/证据不足,是,0.999953,delay_too_long_add_other_evidence
小号铁钉,18,90,灰区/证据不足,是,0.999987,delay_too_long_add_other_evidence
小号铁钉,19,1,支持曾遭雷击,否,0.999948,recheck_with_site_evidence
小号铁钉,19,2,支持曾遭雷击,否,0.999895,recheck_with_site_evidence
小号铁钉,19,3,支持曾遭雷击,否,0.999799,recheck_with_site_evidence
小号铁钉,19,4,支持曾遭雷击,否,0.99984,recheck_with_site_evidence
小号铁钉,19,5,支持曾遭雷击,否,0.99988,recheck_with_site_evidence
小号铁钉,19,6,支持曾遭雷击,否,0.999877,recheck_with_site_evidence
小号铁钉,19,7,支持曾遭雷击,否,0.999892,recheck_with_site_evidence
小号铁钉,19,8,支持曾遭雷击,否,0.999876,recheck_with_site_evidence
小号铁钉,19,9,支持曾遭雷击,否,0.999902,recheck_with_site_evidence
小号铁钉,19,10,支持曾遭雷击,否,0.999945,recheck_with_site_evidence
小号铁钉,19,11,支持曾遭雷击,否,0.999976,recheck_with_site_evidence
小号铁钉,19,12,支持曾遭雷击,否,0.999988,recheck_with_site_evidence
小号铁钉,19,13,支持曾遭雷击,否,0.99997,recheck_with_site_evidence
小号铁钉,19,14,支持曾遭雷击,否,0.999969,recheck_with_site_evidence
小号铁钉,19,15,支持曾遭雷击,否,0.999975,recheck_with_site_evidence
小号铁钉,19,22,支持曾遭雷击,否,0.99969,recheck_with_site_evidence
小号铁钉,19,30,支持曾遭雷击,否,0.999835,recheck_with_site_evidence
小号铁钉,19,37,支持曾遭雷击,否,0.999787,recheck_with_site_evidence
小号铁钉,19,44,灰区/证据不足,是,0.999889,delay_too_long_add_other_evidence
小号铁钉,19,51,灰区/证据不足,是,0.999989,delay_too_long_add_other_evidence
小号铁钉,19,58,灰区/证据不足,是,0.999732,delay_too_long_add_other_evidence
小号铁钉,19,90,灰区/证据不足,是,0.999931,delay_too_long_add_other_evidence
小号铁钉,20,1,支持曾遭雷击,否,0.999191,recheck_with_site_evidence
小号铁钉,20,2,支持曾遭雷击,否,0.998627,recheck_with_site_evidence
小号铁钉,20,3,支持曾遭雷击,否,0.997775,recheck_with_site_evidence
小号铁钉,20,4,支持曾遭雷击,否,0.998116,recheck_with_site_evidence
小号铁钉,20,5,支持曾遭雷击,否,0.998481,recheck_with_site_evidence
小号铁钉,20,6,支持曾遭雷击,否,0.998452,recheck_with_site_evidence
小号铁钉,20,7,支持曾遭雷击,否,0.998603,recheck_with_site_evidence
小号铁钉,20,8,支持曾遭雷击,否,0.998447,recheck_with_site_evidence
小号铁钉,20,9,支持曾遭雷击,否,0.99869,recheck_with_site_evidence
小号铁钉,20,10,支持曾遭雷击,否,0.999151,recheck_with_site_evidence
小号铁钉,20,11,支持曾遭雷击,否,0.999543,recheck_with_site_evidence
小号铁钉,20,12,支持曾遭雷击,否,0.999737,recheck_with_site_evidence
小号铁钉,20,13,支持曾遭雷击,否,0.999469,recheck_with_site_evidence
小号铁钉,20,14,支持曾遭雷击,否,0.999451,recheck_with_site_evidence
小号铁钉,20,15,支持曾遭雷击,否,0.999534,recheck_with_site_evidence
小号铁钉,20,22,支持曾遭雷击,否,0.996921,recheck_with_site_evidence
小号铁钉,20,30,支持曾遭雷击,否,0.998063,recheck_with_site_evidence
小号铁钉,20,37,支持曾遭雷击,否,0.997688,recheck_with_site_evidence
小号铁钉,20,44,灰区/证据不足,是,0.998568,delay_too_long_add_other_evidence
小号铁钉,20,51,灰区/证据不足,是,0.999748,delay_too_long_add_other_evidence
小号铁钉,20,58,灰区/证据不足,是,0.997307,delay_too_long_add_other_evidence
小号铁钉,20,90,灰区/证据不足,是,0.998699,delay_too_long_add_other_evidence
小号铁夹,1,1,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁夹,1,2,支持曾遭雷击,否,0.999982,recheck_with_site_evidence
小号铁夹,1,3,支持曾遭雷击,否,0.99996,recheck_with_site_evidence
小号铁夹,1,4,支持曾遭雷击,否,0.99997,recheck_with_site_evidence
小号铁夹,1,5,支持曾遭雷击,否,0.99998,recheck_with_site_evidence
小号铁夹,1,6,支持曾遭雷击,否,0.99998,recheck_with_site_evidence
小号铁夹,1,7,支持曾遭雷击,否,0.999983,recheck_with_site_evidence
小号铁夹,1,8,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
小号铁夹,1,9,支持曾遭雷击,否,0.999986,recheck_with_site_evidence
小号铁夹,1,10,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁夹,1,11,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,1,12,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,1,13,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,1,14,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,1,15,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,1,22,支持曾遭雷击,否,0.999951,recheck_with_site_evidence
小号铁夹,1,30,支持曾遭雷击,否,0.999977,recheck_with_site_evidence
小号铁夹,1,37,支持曾遭雷击,否,0.999973,recheck_with_site_evidence
小号铁夹,1,44,灰区/证据不足,是,0.999988,delay_too_long_add_other_evidence
小号铁夹,1,51,灰区/证据不足,是,0.999999,delay_too_long_add_other_evidence
小号铁夹,1,58,灰区/证据不足,是,0.999951,delay_too_long_add_other_evidence
小号铁夹,1,90,灰区/证据不足,是,0.999993,delay_too_long_add_other_evidence
小号铁夹,2,1,支持曾遭雷击,否,0.994163,recheck_with_site_evidence
小号铁夹,2,2,支持曾遭雷击,否,0.991134,recheck_with_site_evidence
小号铁夹,2,3,支持曾遭雷击,否,0.987056,recheck_with_site_evidence
小号铁夹,2,4,支持曾遭雷击,否,0.988726,recheck_with_site_evidence
小号铁夹,2,5,支持曾遭雷击,否,0.990533,recheck_with_site_evidence
小号铁夹,2,6,支持曾遭雷击,否,0.990554,recheck_with_site_evidence
小号铁夹,2,7,支持曾遭雷击,否,0.991388,recheck_with_site_evidence
小号铁夹,2,8,支持曾遭雷击,否,0.990857,recheck_with_site_evidence
小号铁夹,2,9,支持曾遭雷击,否,0.992082,recheck_with_site_evidence
小号铁夹,2,10,支持曾遭雷击,否,0.994364,recheck_with_site_evidence
小号铁夹,2,11,支持曾遭雷击,否,0.996526,recheck_with_site_evidence
小号铁夹,2,12,支持曾遭雷击,否,0.997756,recheck_with_site_evidence
小号铁夹,2,13,支持曾遭雷击,否,0.996252,recheck_with_site_evidence
小号铁夹,2,14,支持曾遭雷击,否,0.996231,recheck_with_site_evidence
小号铁夹,2,15,支持曾遭雷击,否,0.996737,recheck_with_site_evidence
小号铁夹,2,22,支持曾遭雷击,否,0.985696,recheck_with_site_evidence
小号铁夹,2,30,支持曾遭雷击,否,0.989957,recheck_with_site_evidence
小号铁夹,2,37,支持曾遭雷击,否,0.989278,recheck_with_site_evidence
小号铁夹,2,44,灰区/证据不足,是,0.992707,delay_too_long_add_other_evidence
小号铁夹,2,51,灰区/证据不足,是,0.998223,delay_too_long_add_other_evidence
小号铁夹,2,58,灰区/证据不足,是,0.985749,delay_too_long_add_other_evidence
小号铁夹,2,90,灰区/证据不足,是,0.994899,delay_too_long_add_other_evidence
小号铁夹,3,1,支持曾遭雷击,否,0.999088,recheck_with_site_evidence
小号铁夹,3,2,支持曾遭雷击,否,0.998414,recheck_with_site_evidence
小号铁夹,3,3,支持曾遭雷击,否,0.99738,recheck_with_site_evidence
小号铁夹,3,4,支持曾遭雷击,否,0.997819,recheck_with_site_evidence
小号铁夹,3,5,支持曾遭雷击,否,0.998271,recheck_with_site_evidence
小号铁夹,3,6,支持曾遭雷击,否,0.998275,recheck_with_site_evidence
小号铁夹,3,7,支持曾遭雷击,否,0.998474,recheck_with_site_evidence
小号铁夹,3,8,支持曾遭雷击,否,0.99835,recheck_with_site_evidence
小号铁夹,3,9,支持曾遭雷击,否,0.998635,recheck_with_site_evidence
小号铁夹,3,10,支持曾遭雷击,否,0.999128,recheck_with_site_evidence
小号铁夹,3,11,支持曾遭雷击,否,0.999539,recheck_with_site_evidence
小号铁夹,3,12,支持曾遭雷击,否,0.999741,recheck_with_site_evidence
小号铁夹,3,13,支持曾遭雷击,否,0.999492,recheck_with_site_evidence
小号铁夹,3,14,支持曾遭雷击,否,0.999487,recheck_with_site_evidence
小号铁夹,3,15,支持曾遭雷击,否,0.999576,recheck_with_site_evidence
小号铁夹,3,22,支持曾遭雷击,否,0.997005,recheck_with_site_evidence
小号铁夹,3,30,支持曾遭雷击,否,0.998136,recheck_with_site_evidence
小号铁夹,3,37,支持曾遭雷击,否,0.997943,recheck_with_site_evidence
小号铁夹,3,44,灰区/证据不足,是,0.998785,delay_too_long_add_other_evidence
小号铁夹,3,51,灰区/证据不足,是,0.999802,delay_too_long_add_other_evidence
小号铁夹,3,58,灰区/证据不足,是,0.997094,delay_too_long_add_other_evidence
小号铁夹,3,90,灰区/证据不足,是,0.999248,delay_too_long_add_other_evidence
小号铁夹,4,1,支持曾遭雷击,否,0.999667,recheck_with_site_evidence
小号铁夹,4,2,支持曾遭雷击,否,0.999379,recheck_with_site_evidence
小号铁夹,4,3,支持曾遭雷击,否,0.998905,recheck_with_site_evidence
小号铁夹,4,4,支持曾遭雷击,否,0.99911,recheck_with_site_evidence
小号铁夹,4,5,支持曾遭雷击,否,0.999315,recheck_with_site_evidence
小号铁夹,4,6,支持曾遭雷击,否,0.999317,recheck_with_site_evidence
小号铁夹,4,7,支持曾遭雷击,否,0.999406,recheck_with_site_evidence
小号铁夹,4,8,支持曾遭雷击,否,0.999351,recheck_with_site_evidence
小号铁夹,4,9,支持曾遭雷击,否,0.999476,recheck_with_site_evidence
小号铁夹,4,10,支持曾遭雷击,否,0.999684,recheck_with_site_evidence
小号铁夹,4,11,支持曾遭雷击,否,0.999846,recheck_with_site_evidence
小号铁夹,4,12,支持曾遭雷击,否,0.999919,recheck_with_site_evidence
小号铁夹,4,13,支持曾遭雷击,否,0.999828,recheck_with_site_evidence
小号铁夹,4,14,支持曾遭雷击,否,0.999826,recheck_with_site_evidence
小号铁夹,4,15,支持曾遭雷击,否,0.99986,recheck_with_site_evidence
小号铁夹,4,22,支持曾遭雷击,否,0.998724,recheck_with_site_evidence
小号铁夹,4,30,支持曾遭雷击,否,0.999255,recheck_with_site_evidence
小号铁夹,4,37,支持曾遭雷击,否,0.999175,recheck_with_site_evidence
小号铁夹,4,44,灰区/证据不足,是,0.999544,delay_too_long_add_other_evidence
小号铁夹,4,51,灰区/证据不足,是,0.99994,delay_too_long_add_other_evidence
小号铁夹,4,58,灰区/证据不足,是,0.99876,delay_too_long_add_other_evidence
小号铁夹,4,90,灰区/证据不足,是,0.999248,delay_too_long_add_other_evidence
小号铁夹,5,1,支持曾遭雷击,否,0.99991,recheck_with_site_evidence
小号铁夹,5,2,支持曾遭雷击,否,0.999817,recheck_with_site_evidence
小号铁夹,5,3,支持曾遭雷击,否,0.999648,recheck_with_site_evidence
小号铁夹,5,4,支持曾遭雷击,否,0.999723,recheck_with_site_evidence
小号铁夹,5,5,支持曾遭雷击,否,0.999795,recheck_with_site_evidence
小号铁夹,5,6,支持曾遭雷击,否,0.999795,recheck_with_site_evidence
小号铁夹,5,7,支持曾遭雷击,否,0.999826,recheck_with_site_evidence
小号铁夹,5,8,支持曾遭雷击,否,0.999807,recheck_with_site_evidence
小号铁夹,5,9,支持曾遭雷击,否,0.999849,recheck_with_site_evidence
小号铁夹,5,10,支持曾遭雷击,否,0.999915,recheck_with_site_evidence
小号铁夹,5,11,支持曾遭雷击,否,0.999963,recheck_with_site_evidence
小号铁夹,5,12,支持曾遭雷击,否,0.999982,recheck_with_site_evidence
小号铁夹,5,13,支持曾遭雷击,否,0.999958,recheck_with_site_evidence
小号铁夹,5,14,支持曾遭雷击,否,0.999957,recheck_with_site_evidence
小号铁夹,5,15,支持曾遭雷击,否,0.999966,recheck_with_site_evidence
小号铁夹,5,22,支持曾遭雷击,否,0.999581,recheck_with_site_evidence
小号铁夹,5,30,支持曾遭雷击,否,0.999774,recheck_with_site_evidence
小号铁夹,5,37,支持曾遭雷击,否,0.999745,recheck_with_site_evidence
小号铁夹,5,44,灰区/证据不足,是,0.99987,delay_too_long_add_other_evidence
小号铁夹,5,51,灰区/证据不足,是,0.999987,delay_too_long_add_other_evidence
小号铁夹,5,58,灰区/证据不足,是,0.999588,delay_too_long_add_other_evidence
小号铁夹,5,90,灰区/证据不足,是,0.999918,delay_too_long_add_other_evidence
小号铁夹,6,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,2,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,3,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,6,4,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,6,5,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,6,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,7,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,8,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,9,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,10,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,14,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,6,22,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,6,30,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,6,37,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,6,44,灰区/证据不足,是,0.999999,delay_too_long_add_other_evidence
小号铁夹,6,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,6,58,灰区/证据不足,是,0.999996,delay_too_long_add_other_evidence
小号铁夹,6,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,7,1,支持曾遭雷击,否,0.997091,recheck_with_site_evidence
小号铁夹,7,2,支持曾遭雷击,否,0.995346,recheck_with_site_evidence
小号铁夹,7,3,支持曾遭雷击,否,0.992875,recheck_with_site_evidence
小号铁夹,7,4,支持曾遭雷击,否,0.993906,recheck_with_site_evidence
小号铁夹,7,5,支持曾遭雷击,否,0.994989,recheck_with_site_evidence
小号铁夹,7,6,支持曾遭雷击,否,0.995001,recheck_with_site_evidence
小号铁夹,7,7,支持曾遭雷击,否,0.995499,recheck_with_site_evidence
小号铁夹,7,8,支持曾遭雷击,否,0.995185,recheck_with_site_evidence
小号铁夹,7,9,支持曾遭雷击,否,0.9959,recheck_with_site_evidence
小号铁夹,7,10,支持曾遭雷击,否,0.997199,recheck_with_site_evidence
小号铁夹,7,11,支持曾遭雷击,否,0.998373,recheck_with_site_evidence
小号铁夹,7,12,支持曾遭雷击,否,0.999005,recheck_with_site_evidence
小号铁夹,7,13,支持曾遭雷击,否,0.998229,recheck_with_site_evidence
小号铁夹,7,14,支持曾遭雷击,否,0.998217,recheck_with_site_evidence
小号铁夹,7,15,支持曾遭雷击,否,0.998484,recheck_with_site_evidence
小号铁夹,7,22,支持曾遭雷击,否,0.992015,recheck_with_site_evidence
小号铁夹,7,30,支持曾遭雷击,否,0.994676,recheck_with_site_evidence
小号铁夹,7,37,支持曾遭雷击,否,0.994251,recheck_with_site_evidence
小号铁夹,7,44,灰区/证据不足,是,0.996281,delay_too_long_add_other_evidence
小号铁夹,7,51,灰区/证据不足,是,0.999211,delay_too_long_add_other_evidence
小号铁夹,7,58,灰区/证据不足,是,0.99197,delay_too_long_add_other_evidence
小号铁夹,7,90,灰区/证据不足,是,0.994899,delay_too_long_add_other_evidence
小号铁夹,8,1,支持曾遭雷击,否,0.999964,recheck_with_site_evidence
小号铁夹,8,2,支持曾遭雷击,否,0.999921,recheck_with_site_evidence
小号铁夹,8,3,支持曾遭雷击,否,0.999839,recheck_with_site_evidence
小号铁夹,8,4,支持曾遭雷击,否,0.999876,recheck_with_site_evidence
小号铁夹,8,5,支持曾遭雷击,否,0.99991,recheck_with_site_evidence
小号铁夹,8,6,支持曾遭雷击,否,0.999911,recheck_with_site_evidence
小号铁夹,8,7,支持曾遭雷击,否,0.999925,recheck_with_site_evidence
小号铁夹,8,8,支持曾遭雷击,否,0.999916,recheck_with_site_evidence
小号铁夹,8,9,支持曾遭雷击,否,0.999936,recheck_with_site_evidence
小号铁夹,8,10,支持曾遭雷击,否,0.999966,recheck_with_site_evidence
小号铁夹,8,11,支持曾遭雷击,否,0.999986,recheck_with_site_evidence
小号铁夹,8,12,支持曾遭雷击,否,0.999994,recheck_with_site_evidence
小号铁夹,8,13,支持曾遭雷击,否,0.999984,recheck_with_site_evidence
小号铁夹,8,14,支持曾遭雷击,否,0.999984,recheck_with_site_evidence
小号铁夹,8,15,支持曾遭雷击,否,0.999987,recheck_with_site_evidence
小号铁夹,8,22,支持曾遭雷击,否,0.999806,recheck_with_site_evidence
小号铁夹,8,30,支持曾遭雷击,否,0.9999,recheck_with_site_evidence
小号铁夹,8,37,支持曾遭雷击,否,0.999887,recheck_with_site_evidence
小号铁夹,8,44,灰区/证据不足,是,0.999946,delay_too_long_add_other_evidence
小号铁夹,8,51,灰区/证据不足,是,0.999996,delay_too_long_add_other_evidence
小号铁夹,8,58,灰区/证据不足,是,0.999811,delay_too_long_add_other_evidence
小号铁夹,8,90,灰区/证据不足,是,0.999918,delay_too_long_add_other_evidence
小号铁夹,9,1,支持曾遭雷击,否,0.99999,recheck_with_site_evidence
小号铁夹,9,2,支持曾遭雷击,否,0.999976,recheck_with_site_evidence
小号铁夹,9,3,支持曾遭雷击,否,0.999947,recheck_with_site_evidence
小号铁夹,9,4,支持曾遭雷击,否,0.99996,recheck_with_site_evidence
小号铁夹,9,5,支持曾遭雷击,否,0.999972,recheck_with_site_evidence
小号铁夹,9,6,支持曾遭雷击,否,0.999972,recheck_with_site_evidence
小号铁夹,9,7,支持曾遭雷击,否,0.999977,recheck_with_site_evidence
小号铁夹,9,8,支持曾遭雷击,否,0.999974,recheck_with_site_evidence
小号铁夹,9,9,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
小号铁夹,9,10,支持曾遭雷击,否,0.99999,recheck_with_site_evidence
小号铁夹,9,11,支持曾遭雷击,否,0.999996,recheck_with_site_evidence
小号铁夹,9,12,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,9,13,支持曾遭雷击,否,0.999996,recheck_with_site_evidence
小号铁夹,9,14,支持曾遭雷击,否,0.999996,recheck_with_site_evidence
小号铁夹,9,15,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,9,22,支持曾遭雷击,否,0.999935,recheck_with_site_evidence
小号铁夹,9,30,支持曾遭雷击,否,0.999969,recheck_with_site_evidence
小号铁夹,9,37,支持曾遭雷击,否,0.999964,recheck_with_site_evidence
小号铁夹,9,44,灰区/证据不足,是,0.999984,delay_too_long_add_other_evidence
小号铁夹,9,51,灰区/证据不足,是,0.999999,delay_too_long_add_other_evidence
小号铁夹,9,58,灰区/证据不足,是,0.999932,delay_too_long_add_other_evidence
小号铁夹,9,90,灰区/证据不足,是,0.999993,delay_too_long_add_other_evidence
小号铁夹,10,1,支持曾遭雷击,否,0.984397,recheck_with_site_evidence
小号铁夹,10,2,支持曾遭雷击,否,0.977993,recheck_with_site_evidence
小号铁夹,10,3,灰区/证据不足,否,0.969973,recheck_with_site_evidence
小号铁夹,10,4,灰区/证据不足,否,0.973185,recheck_with_site_evidence
小号铁夹,10,5,支持曾遭雷击,否,0.97678,recheck_with_site_evidence
小号铁夹,10,6,支持曾遭雷击,否,0.976822,recheck_with_site_evidence
小号铁夹,10,7,支持曾遭雷击,否,0.978524,recheck_with_site_evidence
小号铁夹,10,8,支持曾遭雷击,否,0.97744,recheck_with_site_evidence
小号铁夹,10,9,支持曾遭雷击,否,0.979927,recheck_with_site_evidence
小号铁夹,10,10,支持曾遭雷击,否,0.984827,recheck_with_site_evidence
小号铁夹,10,11,支持曾遭雷击,否,0.989816,recheck_with_site_evidence
小号铁夹,10,12,支持曾遭雷击,否,0.992913,recheck_with_site_evidence
小号铁夹,10,13,支持曾遭雷击,否,0.989175,recheck_with_site_evidence
小号铁夹,10,14,支持曾遭雷击,否,0.989115,recheck_with_site_evidence
小号铁夹,10,15,支持曾遭雷击,否,0.990335,recheck_with_site_evidence
小号铁夹,10,22,灰区/证据不足,否,0.967347,recheck_with_site_evidence
小号铁夹,10,30,支持曾遭雷击,否,0.975643,recheck_with_site_evidence
小号铁夹,10,37,灰区/证据不足,否,0.974132,recheck_with_site_evidence
小号铁夹,10,44,灰区/证据不足,是,0.981328,delay_too_long_add_other_evidence
小号铁夹,10,51,灰区/证据不足,是,0.994005,delay_too_long_add_other_evidence
小号铁夹,10,58,灰区/证据不足,是,0.966746,delay_too_long_add_other_evidence
小号铁夹,10,90,灰区/证据不足,是,0.974685,delay_too_long_add_other_evidence
小号铁夹,11,1,支持曾遭雷击,否,0.999992,recheck_with_site_evidence
小号铁夹,11,2,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
小号铁夹,11,3,支持曾遭雷击,否,0.999958,recheck_with_site_evidence
小号铁夹,11,4,支持曾遭雷击,否,0.999968,recheck_with_site_evidence
小号铁夹,11,5,支持曾遭雷击,否,0.999978,recheck_with_site_evidence
小号铁夹,11,6,支持曾遭雷击,否,0.999978,recheck_with_site_evidence
小号铁夹,11,7,支持曾遭雷击,否,0.999982,recheck_with_site_evidence
小号铁夹,11,8,支持曾遭雷击,否,0.99998,recheck_with_site_evidence
小号铁夹,11,9,支持曾遭雷击,否,0.999985,recheck_with_site_evidence
小号铁夹,11,10,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁夹,11,11,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,11,12,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,11,13,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,11,14,支持曾遭雷击,否,0.999997,recheck_with_site_evidence
小号铁夹,11,15,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,11,22,支持曾遭雷击,否,0.999947,recheck_with_site_evidence
小号铁夹,11,30,支持曾遭雷击,否,0.999975,recheck_with_site_evidence
小号铁夹,11,37,支持曾遭雷击,否,0.999971,recheck_with_site_evidence
小号铁夹,11,44,灰区/证据不足,是,0.999987,delay_too_long_add_other_evidence
小号铁夹,11,51,灰区/证据不足,是,0.999999,delay_too_long_add_other_evidence
小号铁夹,11,58,灰区/证据不足,是,0.999945,delay_too_long_add_other_evidence
小号铁夹,11,90,灰区/证据不足,是,0.999993,delay_too_long_add_other_evidence
小号铁夹,12,1,支持曾遭雷击,否,0.9959,recheck_with_site_evidence
小号铁夹,12,2,支持曾遭雷击,否,0.993608,recheck_with_site_evidence
小号铁夹,12,3,支持曾遭雷击,否,0.990438,recheck_with_site_evidence
小号铁夹,12,4,支持曾遭雷击,否,0.991745,recheck_with_site_evidence
小号铁夹,12,5,支持曾遭雷击,否,0.993143,recheck_with_site_evidence
小号铁夹,12,6,支持曾遭雷击,否,0.993159,recheck_with_site_evidence
小号铁夹,12,7,支持曾遭雷击,否,0.993806,recheck_with_site_evidence
小号铁夹,12,8,支持曾遭雷击,否,0.993394,recheck_with_site_evidence
小号铁夹,12,9,支持曾遭雷击,否,0.994329,recheck_with_site_evidence
小号铁夹,12,10,支持曾遭雷击,否,0.996044,recheck_with_site_evidence
小号铁夹,12,11,支持曾遭雷击,否,0.997635,recheck_with_site_evidence
小号铁夹,12,12,支持曾遭雷击,否,0.998514,recheck_with_site_evidence
小号铁夹,12,13,支持曾遭雷击,否,0.997439,recheck_with_site_evidence
